first_seen_utc,ioc_id,ioc_value,ioc_type,threat_type,fk_malware,malware_alias,malware_printable,last_seen_utc,confidence_level,reference,tags,anonymous,reporter
2024-06-07 09:00:04, 1283131, 162.14.116.25, ip, botnet_cc, vbs.vbrevshell, None, VBREVSHELL, 2024-06-07 09:36:03, 50, https://tracker.viriback.com/index.php?q=162.14.116.25, ViriBack,Vshell, 0, abuse_ch
2024-06-07 08:33:54, 1283130, 103.253.43.175, ip, botnet_cc, win.cobalt_strike, Agentemis,BEACON,CobaltStrike,cobeacon, Cobalt Strike, , 100, None, CobaltStrike,cs-watermark-987654321,Tele Asia Limited, 0, drb_ra
2024-06-07 08:33:20, 1283127, 193.53.126.234, ip, botnet_cc, win.cobalt_strike, Agentemis,BEACON,CobaltStrike,cobeacon, Cobalt Strike, , 100, None, CobaltStrike,cs-watermark-666666666,LLC Baxet, 0, drb_ra
2024-06-07 08:32:57, 1283125, 107.172.32.178, ip, botnet_cc, win.cobalt_strike, Agentemis,BEACON,CobaltStrike,cobeacon, Cobalt Strike, , 100, None, CobaltStrike,cs-watermark-1234567890,HostPapa, 0, drb_ra
2024-06-07 08:32:40, 1283123, 35.74.6.169, ip, botnet_cc, win.cobalt_strike, Agentemis,BEACON,CobaltStrike,cobeacon, Cobalt Strike, , 100, None, Amazon.com Inc.,CobaltStrike,cs-watermark-987654321, 0, drb_ra
2024-06-07 06:51:14, 1283113, 91.214.78.27, ip, botnet_cc, unknown, None, Unknown malware, , 50, https://search.censys.io/hosts/91.214.78.27, Hookbot Pegasus,PARTNER-HOSTING-LTD, 0, drb_ra
2024-06-07 06:50:42, 1283112, 129.211.13.156, ip, botnet_cc, unknown, None, Unknown malware, , 50, https://search.censys.io/hosts/129.211.13.156, Supershell,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, 0, drb_ra
2024-06-07 06:50:12, 1283111, 104.168.152.144, ip, botnet_cc, unknown, None, Unknown malware, , 50, https://search.censys.io/hosts/104.168.152.144, HOSTWINDS,Supershell, 0, drb_ra
2024-06-07 06:49:31, 1283110, 179.13.2.154, ip, botnet_cc, win.dcrat, DarkCrystal RAT, DCRat, , 50, https://search.censys.io/hosts/179.13.2.154, Colombia Movil,DcRat, 0, drb_ra
2024-06-07 06:49:08, 1283109, 187.147.96.86, ip, botnet_cc, win.qakbot, Oakboat,Pinkslipbot,Qbot,Quakbot, QakBot, , 50, https://search.censys.io/hosts/187.147.96.86, Qakbot,UNINET, 0, drb_ra
2024-06-07 06:49:04, 1283108, 67.0.216.104, ip, botnet_cc, win.qakbot, Oakboat,Pinkslipbot,Qbot,Quakbot, QakBot, , 50, https://search.censys.io/hosts/67.0.216.104, CENTURYLINK-US-LEGACY-QWEST,Qakbot, 0, drb_ra
2024-06-07 06:48:56, 1283107, 91.105.3.223, ip, botnet_cc, win.qakbot, Oakboat,Pinkslipbot,Qbot,Quakbot, QakBot, , 50, https://search.censys.io/hosts/91.105.3.223, APOLLO-AS Latvia,Qakbot, 0, drb_ra
2024-06-07 06:48:53, 1283106, 2.50.35.165, ip, botnet_cc, win.qakbot, Oakboat,Pinkslipbot,Qbot,Quakbot, QakBot, , 50, https://search.censys.io/hosts/2.50.35.165, EMIRATES-INTERNET Emirates Internet,Qakbot, 0, drb_ra
2024-06-07 06:48:38, 1283105, 95.164.7.183, ip, botnet_cc, py.responder, SpiderLabs Responder, Responder, , 50, https://search.censys.io/hosts/95.164.7.183, Responder,STARK-INDUSTRIES, 0, drb_ra
2024-06-07 06:48:35, 1283104, 54.219.6.25, ip, botnet_cc, py.responder, SpiderLabs Responder, Responder, , 50, https://search.censys.io/hosts/54.219.6.25, AMAZON-02,Responder, 0, drb_ra
2024-06-07 06:48:19, 1283103, 181.237.195.93, ip, botnet_cc, win.havoc, Havokiz, Havoc, , 50, https://search.censys.io/hosts/181.237.195.93, COLOMBIA TELECOMUNICACIONES S.A. ESP,Havoc, 0, drb_ra
2024-06-07 06:48:10, 1283102, 54.157.194.229, ip, botnet_cc, win.havoc, Havokiz, Havoc, , 50, https://search.censys.io/hosts/54.157.194.229, AMAZON-AES,Havoc, 0, drb_ra
2024-06-07 06:47:51, 1283101, 20.56.35.166, ip, botnet_cc, win.havoc, Havokiz, Havoc, , 50, https://search.censys.io/hosts/20.56.35.166, Havoc,MICROSOFT-CORP-MSN-AS-BLOCK, 0, drb_ra
2024-06-07 06:46:12, 1283100, 162.55.63.241, ip, botnet_cc, unknown, None, Unknown malware, , 50, https://search.censys.io/hosts/162.55.63.241, HETZNER-AS,Mythic, 0, drb_ra
2024-06-07 05:26:23, 1283085, 54.254.91.191, ip, botnet_cc, unknown, None, Unknown malware, , 50, , c2,censys,metasploit., 0, sparrow_intel
2024-06-07 05:26:21, 1283082, 41.216.182.178, ip, botnet_cc, elf.bashlite, gayfgt,Gafgyt,qbot,torlus,lizkebab, Bashlite, , 75, None, Gafgyt, 0, elfdigest
2024-06-07 05:26:21, 1283083, 62.72.45.179, ip, botnet_cc, unknown, None, Unknown malware, , 50, , c2,censys,metasploit., 0, sparrow_intel
2024-06-07 05:26:21, 1283084, 43.134.17.236, ip, botnet_cc, unknown, None, Unknown malware, , 50, , c2,censys,metasploit., 0, sparrow_intel
2024-06-07 05:26:20, 1283086, 194.233.90.144, ip, botnet_cc, unknown, None, Unknown malware, , 50, , c2,censys,metasploit., 0, sparrow_intel
2024-06-07 05:25:45, 1282405, 3.124.67.191, ip, botnet_cc, win.njrat, Bladabindi,Lime-Worm, NjRAT, , 75, None, njrat,RAT, 0, SarlackLab
2024-06-06 23:49:37, 1283015, 109.248.151.69, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:37, 1283016, 103.199.17.61, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:36, 1283012, 191.101.193.159, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:36, 1283013, 194.49.68.246, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:36, 1283014, 173.212.199.134, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:35, 1283010, 178.124.140.145, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:35, 1283011, 194.5.97.8, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:34, 1283009, 23.106.121.172, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:33, 1283006, 185.140.53.185, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:33, 1283007, 185.19.85.183, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:33, 1283008, 172.93.222.206, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:32, 1283003, 172.98.71.154, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:32, 1283004, 108.62.118.131, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:32, 1283005, 192.236.249.173, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:31, 1283000, 84.38.130.205, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:31, 1283001, 79.134.225.11, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:31, 1283002, 5.253.84.218, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:30, 1282998, 167.94.7.143, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:30, 1282999, 64.188.13.46, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:29, 1282997, 2.56.59.221, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:28, 1282995, 161.129.36.61, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:28, 1282996, 94.131.110.60, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
2024-06-06 23:49:27, 1282994, 38.255.43.179, ip, botnet_cc, win.ave_maria, AVE_MARIA,AveMariaRAT,Warzone RAT,WarzoneRAT,avemaria, Ave Maria, , 100, None, AveMariaRAT,c2,WarzoneRAT, 0, Gi7w0rm
